account_number,parcel_number,total_actual_value,total_assessed_precalc,alt_assessed_precalc,lg_mill_levy,school_mill_levy,total_mill_levy,tax_district,tax_year
R071538,352500000192.0,426670,26670,30080,24.619,26.677,51.296,601,2025
R071539,352500000193.0,33500,9050,9050,24.619,26.677,51.296,601,2025
R071563,325503106014.0,5028830,314300,354530,44.315,26.677,70.992,200,2025
R071564,325503105027.0,230540,14410,16250,44.315,26.677,70.992,200,2025
R071575,325503132021.0,1593880,99620,112370,44.315,26.677,70.992,200,2025
R071585,370136379002.0,48530,13100,13100,23.973,26.677,50.65,100,2025
R071586,370136379003.0,70500,19040,19040,23.973,26.677,50.65,100,2025
R071587,370136379004.0,64250,17350,17350,23.973,26.677,50.65,100,2025
R071649,325721101024.0,624640,39040,44040,41.028,26.677,67.705,615,2025
R071652,369908000015.0,1017710,63610,71750,24.619,26.677,51.296,601,2025
R071654,378708001024.0,90000,24300,24300,24.619,26.677,51.296,601,2025
R071668,8.0,1060,290,290,24.619,26.677,51.296,601,2025
R071669,8.0,10,10,10,23.852,26.677,50.529,602,2025
R071672,8.0,160,40,40,24.619,26.677,51.296,601,2025
R071681,8.0,1600,430,430,24.619,26.677,51.296,601,2025
R071690,378700003002.0,39710,10720,10720,24.619,26.677,51.296,601,2025
R071696,299301413015.0,9000,2430,2430,20.901,26.677,47.578,620,2025
R071698,370125008009.0,1011000,63180,71280,24.619,26.677,51.296,601,2025
R071702,369526205002.0,125580,7850,8860,24.619,26.677,51.296,601,2025
R071704,342707427011.0,248100,15500,17490,24.619,26.677,51.296,601,2025
R071723,325721102023.0,243000,15190,17130,41.028,26.677,67.705,615,2025
R071728,369106000024.0,491430,37090,40770,24.619,26.677,51.296,601,2025
R071733,325721402071.0,255150,68890,68890,41.028,26.677,67.705,615,2025
R071735,291727203038.0,360,100,100,30.584,26.677,57.261,617,2025
R071751,342707413010.0,584880,36550,41230,24.619,26.677,51.296,601,2025
R071752,342707413011.0,316030,19750,22280,24.619,26.677,51.296,601,2025
R071753,325503103016.0,2236290,139770,157660,44.315,26.677,70.992,200,2025
R071754,325502275005.0,6154440,384640,433900,44.315,26.677,70.992,200,2025
R071756,370113017001.0,2114740,132170,149090,24.619,26.677,51.296,601,2025
R071758,370136380002.0,668620,41790,47130,23.973,26.677,50.65,100,2025
R071759,370136380001.0,1128820,70560,79580,23.973,26.677,50.65,100,2025
R071763,378702175002.0,1620480,220970,229320,23.973,26.677,50.65,100,2025
R071764,378702175001.0,719240,194200,194200,23.973,26.677,50.65,100,2025
R071767,325512044003.0,978110,264090,264090,32.426,26.677,59.103,606,2025
R071768,325512044002.0,4640550,290030,327160,32.426,26.677,59.103,606,2025
R071770,325503131019.0,1827640,114220,128850,44.315,26.677,70.992,200,2025
R071775,325503131021.0,1039280,64950,73270,44.315,26.677,70.992,200,2025
R071776,291727106047.0,78800,21280,21280,30.584,26.677,57.261,617,2025
R071777,291727106046.0,505750,31610,35660,30.584,26.677,57.261,617,2025
R071782,325503181018.0,1085910,293200,293200,44.315,26.677,70.992,200,2025
R071785,370136236001.0,544850,34050,38410,23.973,26.677,50.65,100,2025
R071796,378710001088.0,847970,52990,59780,24.619,26.677,51.296,601,2025
R071798,343700000098.0,3900,1060,1060,24.619,26.677,51.296,601,2025
R071804,325722202071.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R071807,325501013095.0,3822600,238920,269500,48.909,26.677,75.586,616,2025
R071809,325502253007.0,1976360,123520,139330,44.315,26.677,70.992,200,2025
R071810,325502253008.0,1479120,92450,104280,44.315,26.677,70.992,200,2025
R071811,352300000007.0,373140,23320,26310,24.619,26.677,51.296,601,2025
R071812,352300000007.0,270,70,70,24.619,26.677,51.296,601,2025
R071819,291726135054.0,535000,144450,144450,37.089,26.677,63.766,400,2025
R071826,325503184032.0,4861610,842800,860920,44.315,26.677,70.992,200,2025
R071827,325722202072.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R071829,369108000006.0,292360,18280,20610,24.619,26.677,51.296,601,2025
R071836,424300000072.0,580390,40430,44910,23.852,26.677,50.529,602,2025
R071840,378710004036.0,1442230,90140,101670,24.619,26.677,51.296,601,2025
R071841,378710004037.0,1430380,89400,100840,24.619,26.677,51.296,601,2025
R071842,325722305057.0,1028820,64300,72530,41.028,26.677,67.705,615,2025
R071844,291727100033.0,780180,48770,55010,30.584,26.677,57.261,617,2025
R071857,343300006001.0,510,140,140,24.619,26.677,51.296,601,2025
R071859,343300006002.0,490,130,130,24.619,26.677,51.296,601,2025
R071860,343300006003.0,500,140,140,24.619,26.677,51.296,601,2025
R071864,352531000039.0,465110,44650,47760,24.619,26.677,51.296,601,2025
R071867,378702176001.0,237830,64210,64210,23.973,26.677,50.65,100,2025
R071868,378702176002.0,237830,64210,64210,23.973,26.677,50.65,100,2025
R071874,370135450023.0,507360,31710,35770,23.973,26.677,50.65,100,2025
R071875,325707003003.0,4832890,302050,340720,33.598,26.677,60.275,619,2025
R071876,325707003004.0,2819530,176220,198780,33.598,26.677,60.275,619,2025
R071965,404532001015.0,704070,44000,49640,22.715,26.677,49.392,609,2025
R071967,404532004017.0,30000,8100,8100,22.715,26.677,49.392,609,2025
R071968,317726166043.0,563970,35250,39760,49.142,26.677,75.819,501,2025
R071971,317726429022.0,4529600,283100,319340,49.142,26.677,75.819,500,2025
R071975,370100000215.0,485810,35570,39250,24.619,26.677,51.296,601,2025
R071978,325722202075.0,218700,59050,59050,41.028,26.677,67.705,615,2025
R071984,378702137016.0,408940,25550,28830,23.973,26.677,50.65,100,2025
R071987,398300000109.0,925740,176120,178960,23.852,26.677,50.529,602,2025
R071989,325722202077.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R072000,8.0,1690,460,460,24.619,26.677,51.296,601,2025
R072004,8.0,3810,1030,1030,23.852,26.677,50.529,602,2025
R072007,317714000020.0,4450,1200,1200,67.397,26.677,94.074,504,2025
R072026,378710000088.0,1525760,95360,107570,24.619,26.677,51.296,601,2025
R072032,317726166001.0,109250,6830,7700,49.142,26.677,75.819,501,2025
R072034,317726166003.0,563120,35200,39700,49.142,26.677,75.819,501,2025
R072037,317726166006.0,563120,35200,39700,49.142,26.677,75.819,501,2025
R072039,317726166042.0,589700,36860,41570,49.142,26.677,75.819,501,2025
R072044,317726166012.0,189880,11870,13390,49.142,26.677,75.819,501,2025
R072045,317726166013.0,562260,35140,39640,49.142,26.677,75.819,501,2025
R072046,317726166014.0,191040,11940,13470,49.142,26.677,75.819,501,2025
R072047,317726166015.0,562260,35140,39640,49.142,26.677,75.819,501,2025
R072052,317726166020.0,738010,46130,52030,49.142,26.677,75.819,501,2025
R072056,317726166024.0,590500,36910,41630,49.142,26.677,75.819,501,2025
R072058,317726166026.0,534150,33380,37660,49.142,26.677,75.819,501,2025
R072060,317726166028.0,534150,33380,37660,49.142,26.677,75.819,501,2025
R072061,317726166029.0,562260,35140,39640,49.142,26.677,75.819,501,2025
R072063,317726166031.0,563970,35250,39760,49.142,26.677,75.819,501,2025
R072064,317726166032.0,738010,46130,52030,49.142,26.677,75.819,501,2025
R072067,317726166035.0,535490,33470,37750,49.142,26.677,75.819,501,2025
R072068,317726166036.0,562380,35150,39650,49.142,26.677,75.819,501,2025
R072071,317726166039.0,562260,35140,39640,49.142,26.677,75.819,501,2025
R072072,317726166040.0,534150,33380,37660,49.142,26.677,75.819,501,2025
R072073,317726166041.0,562260,35140,39640,49.142,26.677,75.819,501,2025
R072076,378701243036.0,959920,60000,67670,23.973,26.677,50.65,100,2025
R072078,291900000099.0,10,10,10,25.348,30.176,55.524,703,2025
R072081,343108001016.0,3143140,196440,221590,24.619,26.677,51.296,601,2025
R072083,325700004013.0,4776570,298540,336750,32.426,26.677,59.103,606,2025
R072085,351733300024.0,625260,39080,44080,24.619,26.677,51.296,601,2025
R072087,404701004076.0,489800,30620,34530,21.905,26.677,48.582,623,2025
R072088,404701004077.0,36000,9720,9720,21.905,26.677,48.582,623,2025
R072090,370124013052.0,999120,62450,70430,24.619,26.677,51.296,601,2025
R072092,378710002026.0,1200590,75030,84640,24.619,26.677,51.296,601,2025
R072094,378710002028.0,825930,51620,58220,24.619,26.677,51.296,601,2025
R072097,343500000073.0,549760,36190,40520,24.619,26.677,51.296,601,2025
R072098,343500000074.0,732510,70530,75440,24.619,26.677,51.296,601,2025
R072101,378701000069.0,189250,51100,51100,23.973,26.677,50.65,100,2025
R072102,378701004002.0,0,0,0,23.973,26.677,50.65,100,2025
R072107,370136237004.0,418460,26150,29500,23.973,26.677,50.65,100,2025
R072112,370136237006.0,556510,34780,39230,23.973,26.677,50.65,100,2025
R072115,351700000046.0,1122560,70160,79140,24.619,26.677,51.296,601,2025
R072118,317735403002.0,3656630,228540,257800,32.426,26.677,59.103,606,2025
R072119,317735403003.0,786900,212460,212460,32.426,26.677,59.103,606,2025
R072128,370113005029.0,768530,48040,47140,24.619,26.677,51.296,601,2025
R072130,291900000101.0,882690,55610,62650,22.36,30.176,52.536,701,2025
R072131,291900000100.0,485990,31290,35130,22.36,30.176,52.536,701,2025
R072133,424300000073.0,930,250,250,23.852,26.677,50.529,602,2025
R072134,405300000127.0,720,190,190,23.852,26.677,50.529,602,2025
R072137,369105000063.0,22690,6130,6130,24.619,26.677,51.296,601,2025
R072138,369105000064.0,34900,9420,9420,24.619,26.677,51.296,601,2025
R072139,425105001041.0,115160,31090,31090,22.715,26.677,49.392,609,2025
R072159,325500000162.0,19770,5340,5340,32.426,26.677,59.103,606,2025
R072160,325700000155.0,1101780,89690,97700,32.426,26.677,59.103,606,2025
R072164,317724205034.0,2616520,163540,184470,49.142,26.677,75.819,500,2025
R072167,291727206049.0,1543280,96460,108800,30.584,26.677,57.261,617,2025
R072169,325722203026.0,352130,22010,24830,41.028,26.677,67.705,615,2025
R072170,325722203027.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R072178,272500000000.0,450,120,120,25.348,30.176,55.524,703,2025
R072183,291726108006.0,80100,21630,21630,37.089,26.677,63.766,400,2025
R072185,342708303007.0,439480,27470,23930,24.619,26.677,51.296,601,2025
R072188,298900000069.0,206740,12950,14600,25.348,30.176,55.524,703,2025
R072190,369109115002.0,32000,8640,8640,24.619,26.677,51.296,601,2025
R072191,291900000104.0,4470,1210,1210,22.36,30.176,52.536,701,2025
R072194,370135473002.0,1174110,73380,82770,23.973,26.677,50.65,100,2025
R072206,325502201006.0,60790,16410,16410,44.315,26.677,70.992,200,2025
R072209,325502201009.0,452150,28260,31870,44.315,26.677,70.992,200,2025
R072217,325502202023.0,422610,26420,29800,44.315,26.677,70.992,200,2025
R072218,325502202024.0,481510,30100,33950,44.315,26.677,70.992,200,2025
R072219,325502202025.0,237660,14860,16760,44.315,26.677,70.992,200,2025
R072225,325502202031.0,466040,29130,32860,44.315,26.677,70.992,200,2025
R072226,325502202032.0,675550,42230,47620,44.315,26.677,70.992,200,2025
R072227,325502202033.0,423930,26500,29880,44.315,26.677,70.992,200,2025
R072228,325502202034.0,55000,14850,14850,44.315,26.677,70.992,200,2025
R072229,325502202035.0,65000,17550,17550,44.315,26.677,70.992,200,2025
R072233,378702246008.0,534090,33380,37650,23.973,26.677,50.65,100,2025
R072234,378702246007.0,534090,33380,37650,23.973,26.677,50.65,100,2025
R072235,378702246006.0,587230,36710,41400,23.973,26.677,50.65,100,2025
R072238,378702246004.0,504390,31520,35560,23.973,26.677,50.65,100,2025
R072239,378702246005.0,557490,34850,39300,23.973,26.677,50.65,100,2025
R072244,370100010002.0,1425610,92200,103480,24.619,26.677,51.296,601,2025
R072252,378903004006.0,814030,219790,219790,24.619,26.677,51.296,601,2025
R072254,378903004008.0,630,170,170,24.619,26.677,51.296,601,2025
R072267,370135472004.0,570320,35650,40210,23.973,26.677,50.65,100,2025
R072269,370135472002.0,587040,36690,41390,23.973,26.677,50.65,100,2025
R072270,370135472003.0,527120,32950,37160,23.973,26.677,50.65,100,2025
R072274,317722301012.0,1348820,84300,95090,38.764,26.677,65.441,607,2025
R072275,317722301011.0,259800,70150,70150,38.764,26.677,65.441,607,2025
R072276,325700000158.0,0,0,0,33.598,26.677,60.275,619,2025
R072277,325700000157.0,1435570,92370,103750,32.426,26.677,59.103,606,2025
R072281,317726107051.0,1476500,92280,104090,49.142,26.677,75.819,501,2025
R072282,370135105018.0,722770,45180,50960,23.973,26.677,50.65,100,2025
R072284,317934027009.0,71830,19390,19390,32.426,26.677,59.103,606,2025
R072290,325303011008.0,67420,18200,18200,32.426,26.677,59.103,606,2025
R072291,325303006008.0,68110,18390,18390,32.426,26.677,59.103,606,2025
R072298,378515000024.0,633460,43430,48350,24.619,26.677,51.296,601,2025
R072402,8.0,370,100,100,23.852,26.677,50.529,602,2025
R072406,8.0,1730,470,470,23.852,26.677,50.529,602,2025
R072409,8.0,6350,1710,1710,24.517,26.677,51.194,613,2025
R072410,8.0,18220,4920,4920,23.852,26.677,50.529,602,2025
R072418,8.0,2450,660,660,21.799,30.176,51.975,702,2025
R072420,8.0,890,240,240,32.426,26.677,59.103,606,2025
R072433,405300000128.0,742930,46430,52380,23.852,26.677,50.529,602,2025
R072434,405100000100.0,4810,1300,1300,23.852,26.677,50.529,602,2025
R072435,405300000129.0,365720,26690,22420,23.852,26.677,50.529,602,2025
R072442,343700000101.0,974720,66790,74360,24.619,26.677,51.296,601,2025
R072444,343700000100.0,2530,680,680,24.619,26.677,51.296,601,2025
R072454,378702139017.0,220960,59660,59660,23.973,26.677,50.65,100,2025
R072456,370136238005.0,626350,39140,44160,23.973,26.677,50.65,100,2025
R072457,370136238004.0,586580,36660,41350,23.973,26.677,50.65,100,2025
R072458,370136238003.0,586580,36660,41350,23.973,26.677,50.65,100,2025
R072459,370136238002.0,589730,36850,41570,23.973,26.677,50.65,100,2025
R072463,378701245009.0,638900,39930,45040,23.973,26.677,50.65,100,2025
R072464,378701245010.0,863350,53960,60870,23.973,26.677,50.65,100,2025
R072469,370125000125.0,216920,37540,38360,24.619,26.677,51.296,601,2025
R072470,325707405012.0,1614000,100870,113790,33.598,26.677,60.275,619,2025
R072473,325721104039.0,888370,55520,62630,41.028,26.677,67.705,615,2025
R072479,370136324012.0,320540,86540,86540,23.973,26.677,50.65,100,2025
R072485,370135422003.0,1005250,62830,70870,23.973,26.677,50.65,100,2025
R072487,404700000040.0,6990,1890,1890,21.901,26.677,48.578,612,2025
R072494,325503135035.0,2375750,148480,167490,44.315,26.677,70.992,200,2025
R072505,325502263037.0,1702230,106390,120010,44.315,26.677,70.992,200,2025
R072507,325502263039.0,1727720,107990,121810,44.315,26.677,70.992,200,2025
R072537,317735301010.0,1327500,358430,358430,32.426,26.677,59.103,606,2025
R072538,317735301009.0,1327500,358430,358430,32.426,26.677,59.103,606,2025
R072545,317735301002.0,7543330,471460,531800,32.426,26.677,59.103,606,2025
R072551,317735301019.0,1924880,519720,519720,32.426,26.677,59.103,606,2025
R072552,317735301018.0,7674240,479640,541030,32.426,26.677,59.103,606,2025
R072553,317735301017.0,7393620,462100,521250,32.426,26.677,59.103,606,2025
R072556,317735302002.0,1327500,358430,358430,32.426,26.677,59.103,606,2025
R072557,317735302001.0,1327500,358430,358430,32.426,26.677,59.103,606,2025
R072559,317735301014.0,0,0,0,32.426,26.677,59.103,606,2025
R072573,405120003040.0,900650,56290,63500,23.852,26.677,50.529,602,2025
R072575,291726111011.0,383240,23950,27020,37.089,26.677,63.766,400,2025
R072587,291726139018.0,24550,6630,6630,37.089,26.677,63.766,400,2025
R072593,325727251001.0,324900,87720,87720,41.028,26.677,67.705,615,2025
R072594,325727251006.0,755820,47240,53290,41.028,26.677,67.705,615,2025
R072602,370136239002.0,566550,35410,39940,23.973,26.677,50.65,100,2025
R072604,370136239004.0,587440,36710,41410,23.973,26.677,50.65,100,2025
R072605,370136239005.0,587440,36710,41410,23.973,26.677,50.65,100,2025
R072606,370136239006.0,566550,35410,39940,23.973,26.677,50.65,100,2025
R072613,370136240002.0,566550,35410,39940,23.973,26.677,50.65,100,2025
R072615,370136240004.0,587440,36710,41410,23.973,26.677,50.65,100,2025
R072616,370136240005.0,587440,36710,41410,23.973,26.677,50.65,100,2025
R072623,317934003008.0,100620,27170,27170,32.426,26.677,59.103,606,2025
R072625,325900000026.0,1724690,107800,121590,32.426,26.677,59.103,606,2025
R072710,325722202079.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R072713,405118005046.0,50490,13630,13630,23.852,26.677,50.529,602,2025
R072718,378702118011.0,315310,85130,85130,23.973,26.677,50.65,100,2025
R072723,325722302021.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R072724,325722302022.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R072726,378702203008.0,1710550,106910,120600,23.973,26.677,50.65,100,2025
R072728,325300000055.0,153850,41540,41540,21.901,26.677,48.578,612,2025
R072732,325721402073.0,1085600,67850,76540,41.028,26.677,67.705,615,2025
R072734,370136007006.0,769920,207880,207880,23.973,26.677,50.65,100,2025
R072736,325721106009.0,255150,68890,68890,41.028,26.677,67.705,615,2025
R072737,325721106010.0,1483100,92700,104560,41.028,26.677,67.705,615,2025
R072738,325721106011.0,216880,58560,58560,41.028,26.677,67.705,615,2025
R072740,369109409004.0,166250,44890,44890,30.009,26.677,56.686,300,2025
R072741,369109409005.0,166250,44890,44890,30.009,26.677,56.686,300,2025
R072756,8.0,5600,1510,1510,24.619,26.677,51.296,601,2025
R072770,8.0,40800,11020,11020,24.619,26.677,51.296,601,2025
R072785,291726307006.0,1474640,92170,103960,37.089,26.677,63.766,400,2025
R072790,370125006007.0,352090,95060,95060,24.619,26.677,51.296,601,2025
R072793,325503131024.0,3778950,236190,266420,44.315,26.677,70.992,200,2025
R072800,370136241003.0,586150,36630,41320,23.973,26.677,50.65,100,2025
R072803,370136241006.0,573560,35840,40430,23.973,26.677,50.65,100,2025
R072808,317726465002.0,860550,53790,60670,49.142,26.677,75.819,500,2025
R072826,325513005004.0,425810,114970,114970,32.426,26.677,59.103,606,2025
R072835,325728122001.0,959950,59990,67670,41.028,26.677,67.705,615,2025
R072839,325727252001.0,939400,58710,66230,41.028,26.677,67.705,615,2025
R072842,325727253002.0,944160,59010,66560,41.028,26.677,67.705,615,2025
R072844,325727253003.0,944160,59010,66560,41.028,26.677,67.705,615,2025
R072845,325727253004.0,944160,59010,66560,41.028,26.677,67.705,615,2025
R072848,325501013096.0,5424360,339020,382420,48.909,26.677,75.586,616,2025
R072849,317723418019.0,440240,118860,118860,49.142,26.677,75.819,500,2025
R072850,317723418021.0,3116470,841440,841440,49.142,26.677,75.819,501,2025
R072852,425105003001.0,244100,65910,65910,22.715,26.677,49.392,609,2025
R072854,425105003003.0,150060,9430,10620,22.715,26.677,49.392,609,2025
R072855,291500000082.0,2350,630,630,16.387,26.677,43.064,603,2025
R072859,369919005003.0,675710,42240,47640,24.619,26.677,51.296,601,2025
R072862,291726212017.0,67670,18270,18270,30.584,26.677,57.261,617,2025
R072864,369900000136.0,736690,73690,71470,24.619,26.677,51.296,601,2025
R072865,369900000135.0,46050,12430,12430,24.619,26.677,51.296,601,2025
R072871,316900000041.0,530,140,140,23.852,26.677,50.529,602,2025
R072872,370124011039.0,288460,18030,20330,24.619,26.677,51.296,601,2025
R072873,370124011040.0,11440,3090,3090,24.619,26.677,51.296,601,2025
R072883,369104000045.0,359480,22470,25350,24.619,26.677,51.296,601,2025
R072884,369104000044.0,212820,13300,15010,24.619,26.677,51.296,601,2025
R072886,317735007012.0,135740,8480,9570,44.315,26.677,70.992,200,2025
R072887,317726303002.0,1628360,102150,115160,38.764,26.677,65.441,607,2025
R072890,378702170004.0,724070,45250,51050,23.973,26.677,50.65,100,2025
R072892,369105000012.0,120,30,30,24.619,26.677,51.296,601,2025
R072894,325503135036.0,2576120,161010,181620,44.315,26.677,70.992,200,2025
R072895,370136242005.0,626840,39170,44190,23.973,26.677,50.65,100,2025
R072897,370136242003.0,586800,36670,41370,23.973,26.677,50.65,100,2025
R072898,370136242002.0,588180,36760,41460,23.973,26.677,50.65,100,2025
R072908,404500000064.0,68120,6500,6950,22.715,26.677,49.392,609,2025
R072910,343322210001.0,694390,43400,48950,24.619,26.677,51.296,601,2025
R072911,343322210002.0,1231970,77000,86850,24.619,26.677,51.296,601,2025
R072912,370136362013.0,1218010,76130,85870,23.973,26.677,50.65,100,2025
R072913,317726128005.0,1847530,115470,130250,49.142,26.677,75.819,500,2025
R072914,352500000194.0,62130,9190,9490,24.619,26.677,51.296,601,2025
R072922,325727306007.0,2373490,148340,167340,32.426,26.677,59.103,606,2025
R072924,291900000106.0,384600,24740,27780,25.348,30.176,55.524,703,2025
R072926,378702126021.0,261060,70480,70480,23.973,26.677,50.65,100,2025
R072928,352532000068.0,228910,14310,16140,24.619,26.677,51.296,601,2025
R072929,404300000011.0,100,30,30,22.715,26.677,49.392,609,2025
R072933,325727254002.0,194270,52450,52450,41.028,26.677,67.705,615,2025
R072935,325727254004.0,1279500,79970,90200,41.028,26.677,67.705,615,2025
R072937,325512045002.0,456920,123370,123370,32.426,26.677,59.103,606,2025
R072938,325512045001.0,613320,38330,43240,32.426,26.677,59.103,606,2025
R072957,317735101027.0,4124680,257790,290790,49.142,26.677,75.819,500,2025
R072958,325722202080.0,1275950,79740,89960,41.028,26.677,67.705,615,2025
R072961,318300000116.0,5260,1420,1420,24.787,30.176,54.963,704,2025
R073018,405118006024.0,15300,4130,4130,23.852,26.677,50.529,602,2025
R073039,8.0,7820,2110,2110,21.901,26.677,48.578,612,2025
R073046,8.0,4770990,1288170,1288170,32.426,26.677,59.103,606,2025
R073052,369110218008.0,596730,37300,42070,30.009,26.677,56.686,300,2025
R073053,369110218009.0,103910,28060,28060,30.009,26.677,56.686,300,2025
R073055,378701226008.0,653340,40840,46060,23.973,26.677,50.65,100,2025
R073056,378701226009.0,743980,46500,52450,23.973,26.677,50.65,100,2025
R073057,370136243005.0,574720,35920,40520,23.973,26.677,50.65,100,2025
R073058,370136243004.0,343780,21480,24230,23.973,26.677,50.65,100,2025
R073059,370136243006.0,553300,34580,39010,23.973,26.677,50.65,100,2025
R073060,370136243003.0,343780,21480,24230,23.973,26.677,50.65,100,2025
R073061,370136243007.0,574720,35920,40520,23.973,26.677,50.65,100,2025
R073062,370136243002.0,343780,21480,24230,23.973,26.677,50.65,100,2025
R073070,378702178004.0,601140,37580,42380,23.973,26.677,50.65,100,2025
R073072,378702178006.0,601140,37580,42380,23.973,26.677,50.65,100,2025
R073074,378702178008.0,601140,37580,42380,23.973,26.677,50.65,100,2025
R073078,370136244005.0,553300,34580,39010,23.973,26.677,50.65,100,2025
R073079,370136244004.0,343780,21480,24230,23.973,26.677,50.65,100,2025
R073080,370136244006.0,574720,35920,40520,23.973,26.677,50.65,100,2025
R073081,370136244003.0,343780,21480,24230,23.973,26.677,50.65,100,2025
R073082,370136244007.0,553300,34580,39010,23.973,26.677,50.65,100,2025
R073083,370136244002.0,343780,21480,24230,23.973,26.677,50.65,100,2025
R073086,318100001009.0,143800,38830,38830,24.787,26.677,51.464,621,2025
R073087,318100001010.0,1715400,107210,120930,24.787,26.677,51.464,621,2025
R073088,378702307001.0,518920,32440,36580,23.973,26.677,50.65,100,2025
R073089,378702307002.0,548870,34310,38690,23.973,26.677,50.65,100,2025
R073092,317726128006.0,1741050,108820,122750,49.142,26.677,75.819,500,2025
R073093,317726110043.0,4371810,273240,308220,49.142,26.677,75.819,500,2025
R073096,370136381002.0,491400,30720,34640,23.973,26.677,50.65,100,2025
R073101,378701238007.0,582940,36430,41100,23.973,26.677,50.65,100,2025
R073102,317723425129.0,98820,26680,26680,49.142,26.677,75.819,501,2025
R073106,368700000069.0,5520,1490,1490,24.619,26.677,51.296,601,2025
R073110,325722201023.0,229640,62000,62000,41.028,26.677,67.705,615,2025
R073111,325722201024.0,422900,26430,29820,41.028,26.677,67.705,615,2025
R073117,405120003042.0,30600,8260,8260,23.852,26.677,50.529,602,2025
R073121,325707405015.0,311850,84200,84200,33.598,26.677,60.275,619,2025
R073123,325721101025.0,255150,68890,68890,41.028,26.677,67.705,615,2025
R073124,325722305060.0,1393360,87080,98230,41.028,26.677,67.705,615,2025
R073126,398100000070.0,66810,18040,18040,23.852,26.677,50.529,602,2025
R073127,398100000071.0,93370,25210,25210,23.852,26.677,50.529,602,2025
R073128,405118002049.0,100980,27260,27260,23.852,26.677,50.529,602,2025
R073133,291727102024.0,905510,56600,63840,30.584,26.677,57.261,617,2025
R073140,299300000063.0,120,30,30,32.426,26.677,59.103,606,2025
R073141,325502202037.0,316250,19770,22300,44.315,26.677,70.992,200,2025
R073142,325502202036.0,314880,19680,22200,44.315,26.677,70.992,200,2025
R073143,325502202039.0,316250,19770,22300,44.315,26.677,70.992,200,2025
R073144,325502202038.0,320470,20030,22600,44.315,26.677,70.992,200,2025
R073146,317700004006.0,500,140,140,32.426,26.677,59.103,606,2025
R073148,378702122012.0,378680,102240,102240,23.973,26.677,50.65,100,2025
R073149,317724302036.0,3412780,213300,240600,49.142,26.677,75.819,500,2025
R073150,317724303060.0,1661960,103880,117170,49.142,26.677,75.819,500,2025
R073151,325512020070.0,2317720,144850,163400,48.909,26.677,75.586,616,2025
R073152,370125006008.0,1919720,403490,407920,24.619,26.677,51.296,601,2025
R073154,317726426016.0,855910,53490,60340,49.142,26.677,75.819,500,2025
R073156,378903002019.0,512770,138450,138450,24.619,26.677,51.296,601,2025
R073157,378903004018.0,251330,67860,67860,24.619,26.677,51.296,601,2025
R073158,378903004017.0,1173540,316850,316850,24.619,26.677,51.296,601,2025
R073163,325503175028.0,344690,93070,93070,44.315,26.677,70.992,200,2025
R073164,325503175029.0,316110,85350,85350,44.315,26.677,70.992,200,2025
R073165,325503175030.0,299290,80810,80810,44.315,26.677,70.992,200,2025
R073167,325503175032.0,195430,52770,52770,44.315,26.677,70.992,200,2025
R073169,325503156017.0,175030,47260,47260,44.315,26.677,70.992,200,2025
R073170,325503156018.0,345930,21620,24390,44.315,26.677,70.992,200,2025
R073176,325721416002.0,1072690,67040,75620,41.028,26.677,67.705,615,2025
R073179,325503178018.0,1337040,83570,94260,44.315,26.677,70.992,200,2025
R073183,325727257004.0,215550,58200,58200,41.028,26.677,67.705,615,2025
R073185,325727257006.0,707280,44210,49860,41.028,26.677,67.705,615,2025
R073187,325728123002.0,1068210,66760,75310,41.028,26.677,67.705,615,2025
R073190,325727256005.0,969830,60620,68370,41.028,26.677,67.705,615,2025
R073191,325727256004.0,800600,50040,56440,41.028,26.677,67.705,615,2025
R073197,378702179002.0,64200,17330,17330,23.973,26.677,50.65,100,2025
R073199,291726220035.0,392070,24510,27650,37.089,26.677,63.766,400,2025
R073226,370113002045.0,1849160,115580,130370,24.619,26.677,51.296,601,2025
R073228,396700000023.0,623170,38940,43930,24.619,26.677,51.296,601,2025
R073229,396700000024.0,62860,16970,16970,24.619,26.677,51.296,601,2025
R073231,325707012009.0,1232330,77030,86880,33.598,26.677,60.275,619,2025
R073233,370136342011.0,805710,50350,56800,23.973,26.677,50.65,100,2025
R073246,298900000070.0,5600,1510,1510,25.348,30.176,55.524,703,2025
R073248,298900000071.0,267870,18770,20830,25.348,30.176,55.524,703,2025
R073261,325503101010.0,1237310,334070,334070,44.315,26.677,70.992,200,2025
R073262,325503101011.0,4362420,272650,307550,44.315,26.677,70.992,200,2025
R073264,325503101013.0,1311400,81970,92460,44.315,26.677,70.992,200,2025
R073265,325503101014.0,5355820,334740,377580,44.315,26.677,70.992,200,2025
R073269,325503106018.0,4785440,299090,337380,44.315,26.677,70.992,200,2025
R073270,325503106019.0,1237310,334070,334070,44.315,26.677,70.992,200,2025
R073271,325503136032.0,146430,39540,39540,44.315,26.677,70.992,200,2025
R073272,325503136033.0,57790,15600,15600,44.315,26.677,70.992,200,2025
