account_number,parcel_number,property_type,economic_area,site_address
R030115,370135102005,Residential,1,"1011 N 14TH ST , GUNNISON"
R030120,369900000043,Agricultural,1,"3852 STATE HIGHWAY 135 , GUNNISON"
R030122,398300000032,Residential,8,"12224 US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
R030124,404900000040,Mixed Use,8,"4834 ARMITAGE RIDGE RD , WILLOW CREEK DRAINAGE"
R030130,369109107002,Vacant,8,"56 3RD AVE , PITKIN"
R030131,431300000030,Mixed Use,8,"525 STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R030133,378702200073,Exempt,1,", GUNNISON"
R030145,424500000031,Agricultural,8,", LAKE FORK OF THE GUNNISON DRAINAGE"
R030146,298900000050,Agricultural,8,"2000 MUNSEY CREEK RD , KEBLER PASS"
R030147,342706001004,Vacant,8,"211 RAINBOW RD , TINCUP AREA"
R030148,378702116006,Commercial,1,"977 W NEW YORK AVE , GUNNISON"
R030149,370135102007,Residential,1,"1020 N BOULEVARD ST , GUNNISON"
R030151,325728105108,Residential,6,"379 SHAVANO ST , CRESTED BUTTE SOUTH"
R030152,325721406038,Residential,6,"236 GOREN ST , CRESTED BUTTE SOUTH"
R030154,325502230003,Vacant,2,"620 GOTHIC AVE , CRESTED BUTTE"
R030155,325502230004,Vacant,2,"GOTHIC AVE , CRESTED BUTTE"
R030156,325503203015,Residential,2,", CRESTED BUTTE"
R030157,325503203023,Residential,2,"3 ASPEN HILL RD , CRESTED BUTTE"
R030159,325503203018,Residential,2,"7 ASPEN HILL RD , CRESTED BUTTE"
R030160,325503177005,Commercial,2,"314 ELK AVE , CRESTED BUTTE"
R030161,370122300004,Exempt,1,","
R030163,378707000004,Residential,8,"221 PROSPER LN , GUNNISON"
R030164,378500000010,Residential,8,"481 PROSPER LN , GUNNISON"
R030165,291707301035,Exempt,8,", CRYSTAL RIVER VALLEY"
R030166,291707301033,Exempt,8,", CRYSTAL RIVER VALLEY"
R030167,291707301030,Exempt,8,", CRYSTAL RIVER VALLEY"
R030168,291707303017,Exempt,8,", CRYSTAL RIVER VALLEY"
R030169,291707303015,Exempt,8,", CRYSTAL RIVER VALLEY"
R030170,291707303013,Exempt,8,", CRYSTAL RIVER VALLEY"
R030171,291707303011,Exempt,8,", CRYSTAL RIVER VALLEY"
R030172,291707303009,Exempt,8,", CRYSTAL RIVER VALLEY"
R030173,291707302017,Exempt,8,", CRYSTAL RIVER VALLEY"
R030174,291707202005,Exempt,8,", CRYSTAL RIVER VALLEY"
R030175,291707301029,Exempt,8,","
R030178,370135106008,Residential,1,"617 W ELIZABETH AVE , GUNNISON"
R030181,325700000152,Agricultural,6,"48 COUNTY ROAD 740 , CEMENT CREEK"
R030183,378703403026,Residential,1,"189 PARK DR , GUNNISON"
R030184,325502229007,Residential,2,"MAROON AVE , CRESTED BUTTE"
R030185,325303013008,Residential,8,"390 7TH ST , IRWIN"
R030190,343322203001,Residential,8,"1225 COUNTY ROAD 744 , SPRING CREEK"
R030191,343322203002,Residential,8,"1183 COUNTY ROAD 744 , SPRING CREEK"
R030192,343322204003,Vacant,8,"1039 COUNTY ROAD 744 , SPRING CREEK"
R030193,343322204004,Vacant,8,"1036 COUNTY ROAD 744 , SPRING CREEK"
R030194,343322204001,Residential,8,"1102 THORNWORTH WAY , SPRING CREEK"
R030195,343322204002,Residential,8,"1077 COUNTY ROAD 744 , SPRING CREEK"
R030196,325728107008,Residential,6,"10 SHAVANO ST , CRESTED BUTTE SOUTH"
R030198,325503126026,Residential,2,"13 SECOND ST , CRESTED BUTTE"
R030199,325503126027,Residential,2,"17 SECOND ST , CRESTED BUTTE"
R030200,325503126028,Residential,2,"19 SECOND ST , CRESTED BUTTE"
R030201,378500000008,Vacant,8,"901 PROSPER LN , GUNNISON"
R030207,317726420005,Residential,6,"1 BLACK DIAMOND TRL , MT CRESTED BUTTE"
R030208,317726420006,Residential,6,"3 BLACK DIAMOND TRL , MT CRESTED BUTTE"
R030209,317726420007,Vacant,6,"5 BLACK DIAMOND TRL , MT CRESTED BUTTE"
R030210,317726420008,Vacant,6,"8 BLACK DIAMOND TRL , MT CRESTED BUTTE"
R030211,317726420009,Residential,6,"6 BLACK DIAMOND TRL , MT CRESTED BUTTE"
R030212,317726420010,Residential,6,"4 BLACK DIAMOND TRL , MT CRESTED BUTTE"
R030213,317726420011,Residential,6,"2 BLACK DIAMOND TRL , MT CRESTED BUTTE"
R030214,317726430001,Vacant,6,"42 SUMMIT RD , MT CRESTED BUTTE"
R030215,317726430002,Residential,6,"40 SUMMIT RD , MT CRESTED BUTTE"
R030216,317726430003,Residential,6,"30 SUMMIT RD , MT CRESTED BUTTE"
R030217,317726430004,Vacant,6,"28 SUMMIT RD , MT CRESTED BUTTE"
R030218,317726420017,Vacant,6,"33 SUMMIT RD , MT CRESTED BUTTE"
R030220,317726420019,Exempt,6,", MT CRESTED BUTTE"
R030223,317726432001,Exempt,6,", MT CRESTED BUTTE"
R030227,370135106010,Residential,1,"914 N 12TH ST , GUNNISON"
R030228,370136204010,Residential,1,"414 W ARTHUR AVE , GUNNISON"
R030229,397300000007,Vacant,8,", COLORADO MOUNTAIN RANCH VICINITY"
R030231,370135105008,Residential,1,"911 N 12TH ST , GUNNISON"
R030232,370135106012,Residential,1,"912 N 12TH ST , GUNNISON"
R030235,370136325021,Commercial,1,"211 N MAIN ST , GUNNISON"
R030236,325503184026,Commercial,2,"300 BELLEVIEW AVE UNIT# 1, CRESTED BUTTE"
R030237,370135105016,Residential,1,"915 N 12TH ST , GUNNISON"
R030238,369109125001,Residential,8,"280 FOREST SERVICE ROAD 770 , PITKIN"
R030246,370135105012,Residential,1,"721 ELIZABETH AVE , GUNNISON"
R030247,370135103010,Residential,1,"1012 N 12TH ST , GUNNISON"
R030248,370113006024,Residential,1,"151 SANDPIPER TRL , GUNNISON"
R030249,325503157005,Residential,2,"114 WHITEROCK AVE , CRESTED BUTTE"
R030262,325502228033,Residential,2,"713 GOTHIC AVE UNIT# 1, CRESTED BUTTE"
R030263,325502228034,Residential,2,"713 GOTHIC AVE UNIT# 2, CRESTED BUTTE"
R030264,325502228035,Residential,2,"713 GOTHIC AVE UNIT# 3, CRESTED BUTTE"
R030265,325503108006,Residential,2,"416 GOTHIC AVE , CRESTED BUTTE"
R030267,299300000048,Exempt,8,", SCHOFIELD"
R030269,299500000012,Exempt,8,", GOTHIC AREA"
R030270,369110212002,Residential,8,"910 STATE ST , PITKIN"
R030272,398100000006,Vacant,8,"COUNTY ROAD 26 , BLUE MESA RESERVOIR AREA"
R030273,317728004001,Exempt,6,"COUNTY ROAD 4 , TRAPPERS CROSSING"
R030274,404900000079,Mixed Use,8,"1001 OSO CREEK RD , WILLOW CREEK DRAINAGE"
R030275,404900000045,Mixed Use,8,"999 LONG DRAW RD , WILLOW CREEK DRAINAGE"
R030276,325501301003,Vacant,6,", SKYLAND AREA"
R030277,325501301004,Residential,6,"550 SLATE RIVER DR , SKYLAND AREA"
R030278,325501301005,Residential,6,"528 SLATE RIVER DR , SKYLAND AREA"
R030279,325501301006,Residential,6,"524 SLATE RIVER DR , SKYLAND AREA"
R030280,325501301007,Residential,6,"514 SLATE RIVER DR , SKYLAND AREA"
R030281,325501301008,Residential,6,"496 SLATE RIVER DR , SKYLAND AREA"
R030282,325501301009,Residential,6,"466 SLATE RIVER DR , SKYLAND AREA"
R030283,325501301010,Residential,6,"438 SLATE RIVER DR , SKYLAND AREA"
R030284,325501301011,Residential,6,"420 SLATE RIVER DR , SKYLAND AREA"
R030285,325501301012,Residential,6,"433 SLATE RIVER DR , SKYLAND AREA"
R030286,325501301013,Residential,6,"441 SLATE RIVER DR , SKYLAND AREA"
R030287,325501301014,Residential,6,"455 SLATE RIVER DR , SKYLAND AREA"
R030288,325501301015,Residential,6,"469 SLATE RIVER DR , SKYLAND AREA"
R030289,325501301016,Residential,6,"491 SLATE RIVER DR , SKYLAND AREA"
R030290,325501301017,Residential,6,"495 SLATE RIVER DR , SKYLAND AREA"
R030291,325501301018,Residential,6,"505 SLATE RIVER DR , SKYLAND AREA"
R030292,325501301019,Residential,6,"539 SLATE RIVER DR , SKYLAND AREA"
R030293,325501301020,Residential,6,"537 SLATE RIVER DR , SKYLAND AREA"
R030294,325501301001,Vacant,6,"SLATE RIVER DR , SKYLAND AREA"
R030295,325501301002,Vacant,6,"SLATE RIVER DR , SKYLAND AREA"
R030296,325501301021,Vacant,6,"SLATE RIVER DR , SKYLAND AREA"
R030297,370135104009,Residential,1,"711 W SPENCER AVE , GUNNISON"
R030298,325500005001,Residential,6,"1024 WILDCAT TRL , TRAPPERS CROSSING"
R030299,325500005002,Residential,6,"1029 WILDCAT TRL , TRAPPERS CROSSING"
R030300,325500005003,Residential,6,"1127 WILDCAT TRL , TRAPPERS CROSSING"
R030301,325500005004,Vacant,6,"COUNTY ROAD 12 , TRAPPERS CROSSING"
R030302,325500005005,Residential,6,"2074 WILDCAT TRL , TRAPPERS CROSSING"
R030303,325500005006,Residential,6,"2255 WILDCAT TRL , TRAPPERS CROSSING"
R030304,325500005007,Vacant,6,"2557 WILDCAT TRL , TRAPPERS CROSSING"
R030305,325500005008,Vacant,6,"3135 WILDCAT TRL , TRAPPERS CROSSING"
R030306,325500005009,Vacant,6,"3305 WILDCAT TRL , TRAPPERS CROSSING"
R030308,325500005011,Vacant,6,"276 SADDLE RIDGE RD , TRAPPERS CROSSING"
R030309,325500005012,Residential,6,"245 WHISPERING PINES LN , TRAPPERS CROSSING"
R030310,325500005013,Vacant,6,"TBD WHISPERING PINES LN , TRAPPERS CROSSING"
R030311,325500005014,Vacant,6,"TBD SADDLE RIDGE RD , TRAPPERS CROSSING"
R030313,325500005044,Vacant,6,"TBD SADDLE RIDGE RD , TRAPPERS CROSSING"
R030316,325500005019,Vacant,6,"980 SADDLE RIDGE RD , TRAPPERS CROSSING"
R030317,325500005020,Residential,6,"962 SADDLE RIDGE RD , TRAPPERS CROSSING"
R030318,325500005021,Residential,6,"818 SADDLE RIDGE RD , TRAPPERS CROSSING"
R030319,325500005022,Vacant,6,"748 SADDLE RIDGE RD , TRAPPERS CROSSING"
R030320,325500005023,Vacant,6,"TBD WHISPERING PINES LN , TRAPPERS CROSSING"
R030321,325500005024,Vacant,6,"TBD WHISPERING PINES LN , TRAPPERS CROSSING"
R030322,325500005025,Residential,6,"234 WHISPERING PINES LN , TRAPPERS CROSSING"
R030323,325500005026,Residential,6,"57 WHISPERING PINES LN , TRAPPERS CROSSING"
R030324,325500005027,Vacant,6,"121 WHISPERING PINES LN , TRAPPERS CROSSING"
R030325,325500005028,Residential,6,"3694 WILDCAT TRL , TRAPPERS CROSSING"
R030326,325500005029,Residential,6,"3466 WILDCAT TRL , TRAPPERS CROSSING"
R030327,325500005030,Vacant,6,"2983 WILDCAT TRL , TRAPPERS CROSSING"
R030328,325500005031,Residential,6,"2472 WILDCAT TRL , TRAPPERS CROSSING"
R030330,325500005050,Residential,6,"1824 WILDCAT TRL , TRAPPERS CROSSING"
R030331,325500005034,Residential,6,"1837 WILDCAT TRL , TRAPPERS CROSSING"
R030332,325500005035,Residential,6,"1674 WILDCAT TRL , TRAPPERS CROSSING"
R030333,325500005036,Vacant,6,"1222 WILDCAT TRL , TRAPPERS CROSSING"
R030334,325503126001,Residential,2,"132 BUTTE AVE , CRESTED BUTTE"
R030344,317723412024,Residential,6,"67 CINNAMON MOUNTAIN RD , MT CRESTED BUTTE"
R030347,379100000034,Residential,8,"1611 STATE HIGHWAY 114 , COCHETOPE CREEK DRAINAGE"
R030349,325706006001,Residential,6,"1 ST ANDREWS CIR , SKYLAND AREA"
R030350,325706006002,Residential,6,"2 ST ANDREWS CIR , SKYLAND AREA"
R030351,325706006003,Residential,6,"3 ST ANDREWS CIR , SKYLAND AREA"
R030352,325706006004,Residential,6,"4 ST ANDREWS CIR , SKYLAND AREA"
R030353,325706006005,Residential,6,"5 ST ANDREWS CIR , SKYLAND AREA"
R030356,369110202002,Exempt,8,", PITKIN"
R030357,378700000066,Residential,8,"312 PROSPER LN , GUNNISON"
R030358,299507002002,Vacant,8,"FOREST SERVICE ROAD 317 , SCHOFIELD"
R030359,398700000038,Agricultural,8,"US HIGHWAY 50 , LITTLE CIMARRON RIVER AREA"
R030363,324900000003,Exempt,8,","
R030364,324900000001,Exempt,8,"FOREST SERVICE ROAD 709 , KEBLER PASS"
R030366,404900000020,Agricultural,8,"5021 ARMITAGE SPRINGS RD , WILLOW CREEK DRAINAGE"
R030367,342900000002,Residential,8,"1 IRON PLACER WAY , TINCUP AREA"
R030370,370136324009,Commercial,1,"321 N MAIN ST UNIT# B, GUNNISON"
R030372,317726103041,Residential,6,"51 WHETSTONE RD , MT CRESTED BUTTE"
R030373,343322205003,Residential,8,"1000 COUNTY ROAD 744 , SPRING CREEK"
R030377,325300000003,Residential,8,"761 COPLEY LAKE RD , IRWIN"
R030379,342719000007,Vacant,8,"FOREST SERVICE ROAD 765 , TINCUP AREA"
R030380,325706006007,Vacant,6,"ST ANDREWS CIR , SKYLAND AREA"
R030383,368934001085,Residential,8,"9942 COUNTY ROAD 888 , WHITE PINE - UPPER TOMICHI"
R030384,325502252004,Residential,2,"ELK AVE , CRESTED BUTTE"
R030385,291726105017,Residential,8,"39 E HAYS ST , MARBLE"
R030386,343500003001,Residential,6,", UPPER EAST RIVER VALLEY"
R030387,343500003002,Mixed Use,6,"238 HOMESTEAD LN , UPPER EAST RIVER VALLEY"
R030388,343500004004,Residential,6,"449 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030389,343500004003,Residential,6,"247 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030390,343500003005,Residential,6,"325 HOMESTEAD LN , UPPER EAST RIVER VALLEY"
R030391,343500004014,Vacant,6,"150 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030392,343500004013,Residential,6,"590 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030393,343500004012,Residential,6,"1494 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030394,343500004005,Vacant,6,"901 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030395,343500004006,Vacant,6,"1373 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030396,343500004011,Vacant,6,"1040 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030397,343500004010,Residential,6,"2270 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030398,343500004007,Vacant,6,"2167 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030399,343500004009,Vacant,6,"2536 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030400,343500004008,Residential,6,"2589 RED MOUNTAIN RD , UPPER EAST RIVER VALLEY"
R030401,343500003007,Vacant,6,"726 LARIAT RD , UPPER EAST RIVER VALLEY"
R030402,343500004015,Residential,6,"939 LARIAT RD , UPPER EAST RIVER VALLEY"
R030403,343500004016,Vacant,6,"1383 LARIAT RD , UPPER EAST RIVER VALLEY"
R030404,343500004001,Residential,6,"17239 STATE HIGHWAY 135 , JACKS CABIN AREA"
R030405,343500003003,Residential,6,"166 LARKSPUR LN , UPPER EAST RIVER VALLEY"
R030406,343500003004,Residential,6,", UPPER EAST RIVER VALLEY"
R030407,343500004002,Residential,6,"193 LARKSPUR LN , UPPER EAST RIVER VALLEY"
R030408,398300000107,Residential,8,"11333 US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
R030409,378700000104,Agricultural,1,"COUNTY ROAD 40 , GOLD BASIN AREA"
R030412,378714003042,Residential,1,"32 YUCCA CT , HARTMAN ROCKS AREA"
R030413,378714003041,Residential,1,"177 COLUMBINE RD , HARTMAN ROCKS AREA"
R030419,378714004053,Residential,1,"372 COLUMBINE RD , HARTMAN ROCKS AREA"
R030425,378714005052,Residential,1,"335 CROCUS RD , HARTMAN ROCKS AREA"
R030426,378714005021,Residential,1,"121 CROCUS RD , HARTMAN ROCKS AREA"
R030431,378714006049,Residential,1,"352 CROCUS RD , HARTMAN ROCKS AREA"
R030434,378714006047,Residential,1,"188 CROCUS RD , HARTMAN ROCKS AREA"
R030442,404900000116,Mixed Use,8,"4832 ARMITAGE RIDGE RD , WILLOW CREEK DRAINAGE"
R030450,343700001036,Agricultural,8,"COUNTY ROAD 730 , OHIO CREEK VALLEY"
R030451,343700001037,Mixed Use,8,"1512 CASTLE DR , OHIO CREEK VALLEY"
R030452,343700001003,Mixed Use,8,"1480 CASTLE DR , OHIO CREEK VALLEY"
R030453,343700001006,Mixed Use,8,"1358 CASTLE DR , OHIO CREEK VALLEY"
R030454,343700001004,Mixed Use,8,"1461 CASTLE DR , OHIO CREEK VALLEY"
R030455,343700001005,Mixed Use,8,"1333 CASTLE DR , OHIO CREEK VALLEY"
R030456,343700001007,Mixed Use,8,"1295 CASTLE DR , OHIO CREEK VALLEY"
R030457,343700001031,Agricultural,8,"594 HAWK DR , OHIO CREEK VALLEY"
R030458,343700001032,Agricultural,8,"682 HAWK DR , OHIO CREEK VALLEY"
R030459,343700001008,Mixed Use,8,"300 KESTREL DR , OHIO CREEK VALLEY"
R030460,343700001009,Mixed Use,8,"611 CASTLE DR , OHIO CREEK VALLEY"
R030461,343700001012,Agricultural,8,", OHIO CREEK VALLEY"
R030462,343700001010,Agricultural,8,"CASTLE DR , OHIO CREEK VALLEY"
R030463,343700001011,Agricultural,8,"324 CASTLE DR , OHIO CREEK VALLEY"
R030464,343700001017,Agricultural,8,"188 CASTLE DR , OHIO CREEK VALLEY"
R030465,343700001020,Mixed Use,8,"610 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030466,343700001019,Mixed Use,8,"599 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030467,343700001026,Mixed Use,8,"188 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030468,343700001027,Agricultural,8,"STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030469,343700001028,Agricultural,8,"536 HAWK DR , OHIO CREEK VALLEY"
R030470,343700001033,Mixed Use,8,"710 HAWK DR , OHIO CREEK VALLEY"
R030471,343700001034,Mixed Use,8,"577 HAWK DR , OHIO CREEK VALLEY"
R030472,343700001030,Mixed Use,8,"515 HAWK DR , OHIO CREEK VALLEY"
R030473,343700001029,Mixed Use,8,"473 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030474,343700001024,Mixed Use,8,"425 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030475,343700001023,Mixed Use,8,"397 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030476,343700001014,Mixed Use,8,"335 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030477,343700001015,Mixed Use,8,"289 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030478,343700001035,Mixed Use,8,"251 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030479,343700001021,Mixed Use,8,"640 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030480,343700001022,Mixed Use,8,"414 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030481,343700001025,Agricultural,8,"500 STAR MOUNTAIN DR , OHIO CREEK VALLEY"
R030485,351535000002,Agricultural,8,"4058 COUNTY ROAD 730 , OHIO CREEK VALLEY"
R030492,343700001018,Mixed Use,8,"COUNTY ROAD 737 , OHIO CREEK VALLEY"
R030498,325503182019,Commercial,2,"423 BELLEVIEW AVE UNIT# 2, CRESTED BUTTE"
R030499,325503182020,Residential,2,"423 BELLEVIEW AVE UNIT# 3, CRESTED BUTTE"
R030505,370135103011,Residential,1,"1025 N BOULEVARD ST , GUNNISON"
R030506,370135103012,Residential,1,"1023 N BOULEVARD ST , GUNNISON"
R030507,370135102009,Residential,1,"1022 N BOULEVARD ST , GUNNISON"
R030511,343500000020,Mixed Use,6,"17280 STATE HIGHWAY 135 , JACKS CABIN AREA"
R030512,431300000019,Residential,8,"105 STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R030513,431300000017,Vacant,8,"STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R030514,431300000014,Residential,8,"505 STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R030515,431300000018,Vacant,8,"519 STATE HIGHWAY 149 , LAKE FORK OF THE GUNNISON DRAINAGE"
R030516,370135104012,Residential,1,"1003 N 12TH ST , GUNNISON"
R030517,370135105014,Residential,1,"913 N 12TH ST , GUNNISON"
R030520,370135105015,Exempt,1,", GUNNISON"
R030522,370125000087,Agricultural,1,","
R030523,370124000068,Agricultural,1,"758 COUNTY ROAD 11 , GUNNISON"
R030524,405100000084,Agricultural,8,", WILLOW CREEK DRAINAGE"
R030525,405100000021,Agricultural,8,", WILLOW CREEK DRAINAGE"
R030531,317934015023,Vacant,8,"9TH ST , IRWIN"
R030533,325727201020,Residential,6,"36 RULAND PL , CRESTED BUTTE SOUTH"
R030535,291723304046,Vacant,8,"PROSPECTOR TRL , MARBLE"
R030536,343500000018,Agricultural,6,"17440 STATE HIGHWAY 135 , JACKS CABIN AREA"
R030538,291723304048,Vacant,8,"SILVER VEIN DR , MARBLE"
R030539,404500000042,Agricultural,8,"COUNTY ROAD 864 , LITTLE CIMARRON RIVER AREA"
R030541,317722208001,Vacant,6,"25 WOLVERINE CIR , MERIDIAN LAKE AREA"
R030542,317722208002,Residential,6,"55 WOLVERINE CIR , MERIDIAN LAKE AREA"
R030543,317722208003,Vacant,6,"75 WOLVERINE CIR , MERIDIAN LAKE AREA"
R030544,317722208004,Residential,6,"85 WOLVERINE CIR , MERIDIAN LAKE AREA"
R030545,317722208005,Residential,6,"90 WOLVERINE CIR , MERIDIAN LAKE AREA"
R030546,317722208006,Residential,6,"50 WOLVERINE CIR , MERIDIAN LAKE AREA"
R030547,317722208007,Residential,6,"30 WOLVERINE CIR , MERIDIAN LAKE AREA"
R030550,317722208009,Vacant,6,"WOLVERINE CIR , MERIDIAN LAKE AREA"
R030551,370100000140,Exempt,1,", GUNNISON"
R030552,370135000029,Exempt,1,"1 QUARTZ ST , GUNNISON"
R030553,370100000158,Exempt,1,"1099 N 11TH ST , GUNNISON"
R030554,325503158014,Residential,2,"19 BECKWITH AVE , CRESTED BUTTE"
R030556,325503158017,Residential,2,"11 BECKWITH AVE UNIT# N, CRESTED BUTTE"
R030557,325503158020,Residential,2,"5 BECKWITH AVE UNIT# 5, CRESTED BUTTE"
R030558,325503158021,Residential,2,"3 BECKWITH AVE , CRESTED BUTTE"
R030561,317723410031,Residential,6,"27 WHETSTONE RD , MT CRESTED BUTTE"
R030562,370135101021,Residential,1,"1020 N 14TH ST , GUNNISON"
R030563,325721407010,Residential,6,"131 FLOYD AVE , CRESTED BUTTE SOUTH"
R030564,343901002010,Mixed Use,8,"299 ZUNI TRL , OHIO CREEK VALLEY"
R030565,343901002011,Mixed Use,8,"385 ZUNI TRL , OHIO CREEK VALLEY"
R030566,343315303002,Residential,8,"1447 COUNTY ROAD 744 , SPRING CREEK"
R030569,343700000004,Mixed Use,8,"4500 FOREST SERVICE ROAD 563 , OHIO CREEK VALLEY"
R030574,325721408013,Residential,6,"503 HAVERLY ST , CRESTED BUTTE SOUTH"
R030575,325721408014,Residential,6,"98 FLOYD AVE , CRESTED BUTTE SOUTH"
R030576,325721408017,Residential,6,"76 FLOYD AVE , CRESTED BUTTE SOUTH"
R030578,369301000003,Vacant,8,", QUARTZ CREEK AREA"
R030579,370124009001,Residential,1,"76 COUNTY ROAD 48 , GUNNISON"
R030581,425105002019,Residential,8,"3639 COUNTY ROAD 858 , CIMARRON RIVER AREA"
R030584,370125000104,Commercial,1,"1501 STATE HIGHWAY 135 ,"
R030588,325503132002,Residential,2,"126 GOTHIC AVE , CRESTED BUTTE"
R030589,343500000017,Vacant,6,"STATE HIGHWAY 135 , UPPER EAST RIVER VALLEY"
R030590,378100000012,Agricultural,8,"COUNTY ROAD 721 , SOAP MESA AREA"
R030592,350900000007,Agricultural,8,"10500 FOREST SERVICE ROAD 721 , SOAP MESA AREA"
R030595,317723412031,Residential,6,"58 CINNAMON MOUNTAIN RD , MT CRESTED BUTTE"
R030596,325303000004,Exempt,8,","
R030602,325503126002,Residential,2,"130 BUTTE AVE , CRESTED BUTTE"
R030604,325722203025,Vacant,6,"ANDERSON DR , CRESTED BUTTE SOUTH"
R030607,325300000012,Agricultural,8,"FOREST SERVICE ROAD 730 , FLORESTA"
R030608,370135161005,Residential,1,"910 N 12TH ST , GUNNISON"
R030609,378702104023,Vacant,1,"708 W NEW YORK AVE , GUNNISON"
R030610,325722305047,Vacant,6,"61 FOX PL , CRESTED BUTTE SOUTH"
R030611,318517005003,Exempt,8,"PIKE AVE , SOMERSET"
R030617,299301419004,Vacant,8,"FOREST SERVICE ROAD 317 , SCHOFIELD"
R030622,397900000000,Nat Resource,8,","
R030623,378710013039,Residential,1,"506 CURECANTI DR UNIT# 20, GUNNISON"
R030624,397500000008,Vacant,8,"COUNTY ROAD 38 , GOLD BASIN AREA"
R030625,425101000015,Residential,8,"905 JOHNSON PARK RD , LITTLE CIMARRON RIVER AREA"
R030627,323500000000,Nat Resource,8,","
R030628,325300000000,Nat Resource,8,","
R030631,377300000009,Mixed Use,8,"STATE HIGHWAY 92 , BLACK CANYON"
R030632,379123000014,Residential,8,"5267 COUNTY ROAD 43 , PARLIN"
R030636,325721405023,Residential,6,"210 HUCKEBY WAY , CRESTED BUTTE SOUTH"
R030639,370135410014,Residential,1,"516 N BOULEVARD ST , GUNNISON"
R030640,316900000018,Agricultural,8,", TAYLOR PARK"
R030641,342719000011,Vacant,8,","
R030644,398100003007,Vacant,8,"560 CEBOLLA RIVER RD , CEBOLLA CREEK DRAINAGE"
R030645,378702147022,Commercial,1,"601 W RIO GRANDE AVE , GUNNISON"
R030652,378700000074,Residential,8,"475 PHELPS LN , GUNNISON"
R030655,299300000047,Vacant,8,", SCHOFIELD"
R030665,378710014023,Residential,1,"28 WILD GOOSE LN , GUNNISON"
R030666,317726401032,Residential,6,"19 HUNTER HILL RD , MT CRESTED BUTTE"
R030667,317726116036,Residential,6,"31 MARCELLINA LN UNIT# 21, MT CRESTED BUTTE"
R030668,291500000022,Vacant,8,", CRYSTAL TOWNSITE VICINITY"
R030669,316900000021,Agricultural,8,", TAYLOR PARK"
R030675,291900000022,Mixed Use,8,"3531 RAGGED MTN RESERVE RD , MCCLURE PASS AREA"
R030678,369500000031,Residential,8,"7008 COUNTY ROAD 76 , PARLIN"
R030680,325503126003,Residential,2,"128 BUTTE AVE , CRESTED BUTTE"
R030681,378702211014,Residential,1,"1205 W NEW YORK AVE , GUNNISON"
R030682,325727210018,Residential,6,"36 TEOCALLI RD , CRESTED BUTTE SOUTH"
R030684,343322300009,Vacant,8,"421 COUNTY ROAD 744 , SPRING CREEK"
R030690,342706002006,Vacant,8,"RAINBOW RD , TINCUP AREA"
R030691,325503101005,Vacant,2,"BUTTE AVE , CRESTED BUTTE"
R030692,325503158015,Residential,2,"21 BECKWITH AVE , CRESTED BUTTE"
R030695,325722301016,Residential,6,"333 CISNEROS LN , CRESTED BUTTE SOUTH"
R030698,325727305015,Residential,6,"9 CASCADILLA ST , CRESTED BUTTE SOUTH"
R030699,325728103047,Residential,6,"278 ESCALANTE ST , CRESTED BUTTE SOUTH"
R030701,317726116037,Residential,6,"31 MARCELLINA LN UNIT# 29, MT CRESTED BUTTE"
R030703,404701007002,Residential,8,"1 HAZEL LAKE DR , ARROWHEAD AREA"
R030704,404701007001,Vacant,8,"2 HAZEL LAKE DR , ARROWHEAD AREA"
R030705,404701007003,Residential,8,"3 HAZEL LAKE DR , ARROWHEAD AREA"
